('n hdbs', 8499)
('adress', 'ADMIRALTY DR 353A', 'lease_commence_date', '2002', 'ntransactions', 43)
('adress', 'ANG MO KIO AVE 3 212', 'lease_commence_date', '1977', 'ntransactions', 125)
('adress', 'ANG MO KIO AVE 3 213', 'lease_commence_date', '1976', 'ntransactions', 80)
('adress', 'ANG MO KIO AVE 3 214', 'lease_commence_date', '1976', 'ntransactions', 96)
('adress', 'ANG MO KIO AVE 3 229', 'lease_commence_date', '1978', 'ntransactions', 45)
('adress', 'ANG MO KIO AVE 3 230', 'lease_commence_date', '1978', 'ntransactions', 94)
('adress', 'ANG MO KIO AVE 3 231', 'lease_commence_date', '1977', 'ntransactions', 39)
('adress', 'ANG MO KIO AVE 3 232', 'lease_commence_date', '1977', 'ntransactions', 86)
('adress', 'ANG MO KIO AVE 3 233', 'lease_commence_date', '1977', 'ntransactions', 63)
('adress', 'ANG MO KIO AVE 3 234', 'lease_commence_date', '1993', 'ntransactions', 44)
('adress', 'ANG MO KIO AVE 3 235', 'lease_commence_date', '1977', 'ntransactions', 87)
('adress', 'ANG MO KIO AVE 3 247', 'lease_commence_date', '1978', 'ntransactions', 41)
('adress', 'ANG MO KIO AVE 3 301', 'lease_commence_date', '1978', 'ntransactions', 103)
('adress', 'ANG MO KIO AVE 3 302', 'lease_commence_date', '1978', 'ntransactions', 126)
('adress', 'ANG MO KIO AVE 3 311', 'lease_commence_date', '1978', 'ntransactions', 25)
('adress', 'ANG MO KIO AVE 3 312', 'lease_commence_date', '1978', 'ntransactions', 33)
('adress', 'ANG MO KIO AVE 3 313', 'lease_commence_date', '1978', 'ntransactions', 98)
('adress', 'ANG MO KIO AVE 3 314', 'lease_commence_date', '1978', 'ntransactions', 137)
('adress', 'ANG MO KIO AVE 3 322', 'lease_commence_date', '1977', 'ntransactions', 36)
('adress', 'ANG MO KIO AVE 3 323', 'lease_commence_date', '1977', 'ntransactions', 48)
('adress', 'ANG MO KIO AVE 3 324', 'lease_commence_date', '1978', 'ntransactions', 55)
('adress', 'ANG MO KIO AVE 3 325', 'lease_commence_date', '1978', 'ntransactions', 27)
('adress', 'ANG MO KIO AVE 3 326', 'lease_commence_date', '1977', 'ntransactions', 45)
('adress', 'ANG MO KIO AVE 3 327', 'lease_commence_date', '1977', 'ntransactions', 39)
('adress', 'ANG MO KIO AVE 3 328', 'lease_commence_date', '1978', 'ntransactions', 74)
('adress', 'ANG MO KIO AVE 3 329', 'lease_commence_date', '1978', 'ntransactions', 75)
('adress', 'ANG MO KIO AVE 3 343', 'lease_commence_date', '1978', 'ntransactions', 62)
('adress', 'ANG MO KIO AVE 3 344', 'lease_commence_date', '1978', 'ntransactions', 54)
('adress', 'ANG MO KIO AVE 3 345', 'lease_commence_date', '1978', 'ntransactions', 89)
('adress', 'ANG MO KIO AVE 3 346', 'lease_commence_date', '1978', 'ntransactions', 95)
('adress', 'ANG MO KIO AVE 3 347', 'lease_commence_date', '1978', 'ntransactions', 5)
('adress', 'ANG MO KIO AVE 3 348', 'lease_commence_date', '1978', 'ntransactions', 90)
('adress', 'ANG MO KIO AVE 3 422', 'lease_commence_date', '1979', 'ntransactions', 94)
('adress', 'ANG MO KIO AVE 3 423', 'lease_commence_date', '1993', 'ntransactions', 17)
('adress', 'ANG MO KIO AVE 3 424', 'lease_commence_date', '1979', 'ntransactions', 87)
('adress', 'ANG MO KIO AVE 3 425', 'lease_commence_date', '1979', 'ntransactions', 67)
('adress', 'ANG MO KIO AVE 3 426', 'lease_commence_date', '1978', 'ntransactions', 66)
('adress', 'ANG MO KIO AVE 3 427', 'lease_commence_date', '1978', 'ntransactions', 54)
('adress', 'ANG MO KIO AVE 3 428', 'lease_commence_date', '1978', 'ntransactions', 43)
('adress', 'ANG MO KIO AVE 3 429', 'lease_commence_date', '1978', 'ntransactions', 37)
('adress', 'ANG MO KIO AVE 3 430', 'lease_commence_date', '1979', 'ntransactions', 45)
('adress', 'ANG MO KIO AVE 3 562', 'lease_commence_date', '1980', 'ntransactions', 46)
('adress', 'ANG MO KIO AVE 3 563', 'lease_commence_date', '1980', 'ntransactions', 37)
('adress', 'ANG MO KIO AVE 3 564', 'lease_commence_date', '1985', 'ntransactions', 142)
('adress', 'ANG MO KIO AVE 3 565', 'lease_commence_date', '1980', 'ntransactions', 109)
('adress', 'ANG MO KIO AVE 3 570', 'lease_commence_date', '1979', 'ntransactions', 127)
('adress', 'ANG MO KIO AVE 3 571', 'lease_commence_date', '1979', 'ntransactions', 122)
('adress', 'ANG MO KIO AVE 3 572', 'lease_commence_date', '1979', 'ntransactions', 40)
('adress', 'ANG MO KIO AVE 3 573', 'lease_commence_date', '1979', 'ntransactions', 43)
('adress', 'ANG MO KIO AVE 3 584', 'lease_commence_date', '1979', 'ntransactions', 73)
('adress', 'ANG MO KIO AVE 3 585', 'lease_commence_date', '1979', 'ntransactions', 75)
('adress', 'ANG MO KIO AVE 3 586', 'lease_commence_date', '1979', 'ntransactions', 83)
('adress', 'ANG MO KIO AVE 3 587', 'lease_commence_date', '1979', 'ntransactions', 73)
('adress', 'ANG MO KIO AVE 4 105', 'lease_commence_date', '1978', 'ntransactions', 35)
('adress', 'ANG MO KIO AVE 4 106', 'lease_commence_date', '1978', 'ntransactions', 80)
('adress', 'ANG MO KIO AVE 4 107', 'lease_commence_date', '1978', 'ntransactions', 64)
('adress', 'ANG MO KIO AVE 4 108', 'lease_commence_date', '1978', 'ntransactions', 78)
('adress', 'ANG MO KIO AVE 4 109', 'lease_commence_date', '1978', 'ntransactions', 75)
('adress', 'ANG MO KIO AVE 4 110', 'lease_commence_date', '1978', 'ntransactions', 106)
('adress', 'ANG MO KIO AVE 4 111', 'lease_commence_date', '1978', 'ntransactions', 38)
('adress', 'ANG MO KIO AVE 4 112', 'lease_commence_date', '1978', 'ntransactions', 73)
('adress', 'ANG MO KIO AVE 4 113', 'lease_commence_date', '1978', 'ntransactions', 26)
('adress', 'ANG MO KIO AVE 4 114', 'lease_commence_date', '1978', 'ntransactions', 69)
('adress', 'ANG MO KIO AVE 4 116', 'lease_commence_date', '1978', 'ntransactions', 23)
('adress', 'ANG MO KIO AVE 4 117', 'lease_commence_date', '1978', 'ntransactions', 109)
('adress', 'ANG MO KIO AVE 4 118', 'lease_commence_date', '1978', 'ntransactions', 92)
('adress', 'ANG MO KIO AVE 4 155', 'lease_commence_date', '1981', 'ntransactions', 91)
('adress', 'ANG MO KIO AVE 4 156', 'lease_commence_date', '1981', 'ntransactions', 71)
('adress', 'ANG MO KIO AVE 4 157', 'lease_commence_date', '1980', 'ntransactions', 35)
('adress', 'ANG MO KIO AVE 4 158', 'lease_commence_date', '1980', 'ntransactions', 5)
('adress', 'ANG MO KIO AVE 4 159', 'lease_commence_date', '1980', 'ntransactions', 16)
('adress', 'ANG MO KIO AVE 4 163', 'lease_commence_date', '1980', 'ntransactions', 58)
('adress', 'ANG MO KIO AVE 4 170', 'lease_commence_date', '1986', 'ntransactions', 107)
('adress', 'ANG MO KIO AVE 4 171', 'lease_commence_date', '1982', 'ntransactions', 38)
('adress', 'ANG MO KIO AVE 4 172', 'lease_commence_date', '1986', 'ntransactions', 135)
('adress', 'ANG MO KIO AVE 4 173', 'lease_commence_date', '1982', 'ntransactions', 81)
('adress', 'ANG MO KIO AVE 4 174', 'lease_commence_date', '1986', 'ntransactions', 122)
('adress', 'ANG MO KIO AVE 4 175', 'lease_commence_date', '1981', 'ntransactions', 58)
('adress', 'ANG MO KIO AVE 4 176', 'lease_commence_date', '1993', 'ntransactions', 25)
('adress', 'ANG MO KIO AVE 4 177', 'lease_commence_date', '1981', 'ntransactions', 66)
('adress', 'ANG MO KIO AVE 4 178', 'lease_commence_date', '1981', 'ntransactions', 135)
('adress', 'ANG MO KIO AVE 4 252', 'lease_commence_date', '1977', 'ntransactions', 29)
('adress', 'ANG MO KIO AVE 4 254', 'lease_commence_date', '1977', 'ntransactions', 52)
('adress', 'ANG MO KIO AVE 4 255', 'lease_commence_date', '1977', 'ntransactions', 89)
('adress', 'ANG MO KIO AVE 4 256', 'lease_commence_date', '1977', 'ntransactions', 82)
('adress', 'ANG MO KIO AVE 4 258', 'lease_commence_date', '1977', 'ntransactions', 27)
('adress', 'ANG MO KIO AVE 4 607', 'lease_commence_date', '1980', 'ntransactions', 115)
('adress', 'ANG MO KIO AVE 4 609', 'lease_commence_date', '1993', 'ntransactions', 52)
('adress', 'ANG MO KIO AVE 4 610', 'lease_commence_date', '1980', 'ntransactions', 148)
('adress', 'ANG MO KIO AVE 4 612', 'lease_commence_date', '1980', 'ntransactions', 92)
('adress', 'ANG MO KIO AVE 4 613', 'lease_commence_date', '1996', 'ntransactions', 24)
('adress', 'ANG MO KIO AVE 4 614', 'lease_commence_date', '1996', 'ntransactions', 32)
('adress', 'ANG MO KIO AVE 4 615', 'lease_commence_date', '1996', 'ntransactions', 38)
('adress', 'ANG MO KIO AVE 4 616', 'lease_commence_date', '1996', 'ntransactions', 27)
('adress', 'ANG MO KIO AVE 4 617', 'lease_commence_date', '1996', 'ntransactions', 42)
('adress', 'ANG MO KIO AVE 4 618', 'lease_commence_date', '1996', 'ntransactions', 33)
('adress', 'ANG MO KIO AVE 4 619', 'lease_commence_date', '1996', 'ntransactions', 48)
('adress', 'ANG MO KIO AVE 4 624', 'lease_commence_date', '1980', 'ntransactions', 97)
('adress', 'ANG MO KIO AVE 4 629', 'lease_commence_date', '1981', 'ntransactions', 27)
('adress', 'ANG MO KIO AVE 4 630', 'lease_commence_date', '1981', 'ntransactions', 9)
('adress', 'ANG MO KIO AVE 4 631', 'lease_commence_date', '1985', 'ntransactions', 129)
('adress', 'ANG MO KIO AVE 4 632', 'lease_commence_date', '1981', 'ntransactions', 18)
('adress', 'ANG MO KIO AVE 4 644', 'lease_commence_date', '1980', 'ntransactions', 102)
('adress', 'ANG MO KIO AVE 5 150', 'lease_commence_date', '1981', 'ntransactions', 81)
('adress', 'ANG MO KIO AVE 5 151', 'lease_commence_date', '1981', 'ntransactions', 80)
('adress', 'ANG MO KIO AVE 5 152', 'lease_commence_date', '1981', 'ntransactions', 93)
('adress', 'ANG MO KIO AVE 5 153', 'lease_commence_date', '1981', 'ntransactions', 89)
('adress', 'ANG MO KIO AVE 5 154', 'lease_commence_date', '1981', 'ntransactions', 77)
('adress', 'ANG MO KIO AVE 5 179', 'lease_commence_date', '1981', 'ntransactions', 69)
('adress', 'ANG MO KIO AVE 5 180', 'lease_commence_date', '1981', 'ntransactions', 144)
('adress', 'ANG MO KIO AVE 5 181', 'lease_commence_date', '1981', 'ntransactions', 58)
('adress', 'ANG MO KIO AVE 5 182', 'lease_commence_date', '1981', 'ntransactions', 90)
('adress', 'ANG MO KIO AVE 5 501', 'lease_commence_date', '1981', 'ntransactions', 56)
('adress', 'ANG MO KIO AVE 5 502', 'lease_commence_date', '1981', 'ntransactions', 116)
('adress', 'ANG MO KIO AVE 5 503', 'lease_commence_date', '1981', 'ntransactions', 132)
('adress', 'ANG MO KIO AVE 5 520', 'lease_commence_date', '1980', 'ntransactions', 36)
('adress', 'ANG MO KIO AVE 5 521', 'lease_commence_date', '1980', 'ntransactions', 41)
('adress', 'ANG MO KIO AVE 5 522', 'lease_commence_date', '1980', 'ntransactions', 25)
('adress', 'ANG MO KIO AVE 5 523', 'lease_commence_date', '1980', 'ntransactions', 93)
('adress', 'ANG MO KIO AVE 5 524', 'lease_commence_date', '1980', 'ntransactions', 79)
('adress', 'ANG MO KIO AVE 5 533', 'lease_commence_date', '1980', 'ntransactions', 87)
('adress', 'ANG MO KIO AVE 5 535', 'lease_commence_date', '1980', 'ntransactions', 86)
('adress', 'ANG MO KIO AVE 5 537', 'lease_commence_date', '1980', 'ntransactions', 48)
('adress', 'ANG MO KIO AVE 5 538', 'lease_commence_date', '1980', 'ntransactions', 136)
('adress', 'ANG MO KIO AVE 5 601', 'lease_commence_date', '1980', 'ntransactions', 103)
('adress', 'ANG MO KIO AVE 5 602', 'lease_commence_date', '1980', 'ntransactions', 87)
('adress', 'ANG MO KIO AVE 5 603', 'lease_commence_date', '1980', 'ntransactions', 90)
('adress', 'ANG MO KIO AVE 5 604', 'lease_commence_date', '1980', 'ntransactions', 92)
('adress', 'ANG MO KIO AVE 5 605', 'lease_commence_date', '1980', 'ntransactions', 75)
('adress', 'ANG MO KIO AVE 5 606', 'lease_commence_date', '1980', 'ntransactions', 71)
('adress', 'ANG MO KIO AVE 5 608', 'lease_commence_date', '1980', 'ntransactions', 64)
('adress', 'ANG MO KIO AVE 5 611', 'lease_commence_date', '1980', 'ntransactions', 80)
('adress', 'ANG MO KIO AVE 5 642', 'lease_commence_date', '1980', 'ntransactions', 59)
('adress', 'ANG MO KIO AVE 5 643', 'lease_commence_date', '1980', 'ntransactions', 118)
('adress', 'ANG MO KIO AVE 5 648', 'lease_commence_date', '1980', 'ntransactions', 56)
('adress', 'ANG MO KIO AVE 5 649', 'lease_commence_date', '1980', 'ntransactions', 117)
('adress', 'ANG MO KIO AVE 6 124', 'lease_commence_date', '1979', 'ntransactions', 77)
('adress', 'ANG MO KIO AVE 6 633', 'lease_commence_date', '1985', 'ntransactions', 110)
('adress', 'ANG MO KIO AVE 6 634', 'lease_commence_date', '1980', 'ntransactions', 56)
('adress', 'ANG MO KIO AVE 6 635', 'lease_commence_date', '1980', 'ntransactions', 103)
('adress', 'ANG MO KIO AVE 6 636', 'lease_commence_date', '1980', 'ntransactions', 34)
('adress', 'ANG MO KIO AVE 6 637', 'lease_commence_date', '1980', 'ntransactions', 113)
('adress', 'ANG MO KIO AVE 6 638', 'lease_commence_date', '1980', 'ntransactions', 40)
('adress', 'ANG MO KIO AVE 6 639', 'lease_commence_date', '1980', 'ntransactions', 87)
('adress', 'ANG MO KIO AVE 6 640', 'lease_commence_date', '1980', 'ntransactions', 37)
('adress', 'ANG MO KIO AVE 6 646', 'lease_commence_date', '1980', 'ntransactions', 113)
('adress', 'ANG MO KIO AVE 6 700A', 'lease_commence_date', '2003', 'ntransactions', 44)
('adress', 'ANG MO KIO AVE 6 700B', 'lease_commence_date', '2003', 'ntransactions', 51)
('adress', 'ANG MO KIO AVE 6 700C', 'lease_commence_date', '2003', 'ntransactions', 50)
('adress', 'ANG MO KIO AVE 6 713', 'lease_commence_date', '1980', 'ntransactions', 15)
('adress', 'ANG MO KIO AVE 6 714', 'lease_commence_date', '1980', 'ntransactions', 29)
('adress', 'ANG MO KIO AVE 6 716', 'lease_commence_date', '1980', 'ntransactions', 41)
('adress', 'ANG MO KIO AVE 6 720', 'lease_commence_date', '1980', 'ntransactions', 13)
('adress', 'ANG MO KIO AVE 6 725', 'lease_commence_date', '1980', 'ntransactions', 27)
('adress', 'ANG MO KIO AVE 6 727', 'lease_commence_date', '1980', 'ntransactions', 2)
('adress', 'ANG MO KIO AVE 6 728', 'lease_commence_date', '1980', 'ntransactions', 29)
('adress', 'ANG MO KIO AVE 6 729', 'lease_commence_date', '1980', 'ntransactions', 26)
('adress', 'ANG MO KIO AVE 8 504', 'lease_commence_date', '1980', 'ntransactions', 85)
('adress', 'ANG MO KIO AVE 8 505', 'lease_commence_date', '1980', 'ntransactions', 86)
('adress', 'ANG MO KIO AVE 8 506', 'lease_commence_date', '1980', 'ntransactions', 88)
('adress', 'ANG MO KIO AVE 8 507', 'lease_commence_date', '1980', 'ntransactions', 99)
('adress', 'ANG MO KIO AVE 8 508', 'lease_commence_date', '1980', 'ntransactions', 28)
('adress', 'ANG MO KIO AVE 8 509', 'lease_commence_date', '1980', 'ntransactions', 90)
('adress', 'ANG MO KIO AVE 8 510', 'lease_commence_date', '1980', 'ntransactions', 24)
('adress', 'ANG MO KIO AVE 8 511', 'lease_commence_date', '1980', 'ntransactions', 41)
('adress', 'ANG MO KIO AVE 8 512', 'lease_commence_date', '1980', 'ntransactions', 81)
('adress', 'ANG MO KIO AVE 8 513', 'lease_commence_date', '1984', 'ntransactions', 96)
('adress', 'ANG MO KIO AVE 8 702', 'lease_commence_date', '1981', 'ntransactions', 1)
('adress', 'ANG MO KIO AVE 8 704', 'lease_commence_date', '1981', 'ntransactions', 12)
('adress', 'ANG MO KIO AVE 8 705', 'lease_commence_date', '1981', 'ntransactions', 20)
('adress', 'ANG MO KIO AVE 8 709', 'lease_commence_date', '1980', 'ntransactions', 15)
('adress', 'ANG MO KIO AVE 8 710', 'lease_commence_date', '1980', 'ntransactions', 27)
('adress', 'ANG MO KIO AVE 8 721', 'lease_commence_date', '1980', 'ntransactions', 4)
('adress', 'ANG MO KIO AVE 8 722', 'lease_commence_date', '1980', 'ntransactions', 3)
('adress', 'ANG MO KIO AVE 9 620', 'lease_commence_date', '1980', 'ntransactions', 54)
('adress', 'ANG MO KIO AVE 9 621', 'lease_commence_date', '1980', 'ntransactions', 71)
('adress', 'ANG MO KIO AVE 9 622', 'lease_commence_date', '1980', 'ntransactions', 58)
('adress', 'ANG MO KIO AVE 9 623', 'lease_commence_date', '1980', 'ntransactions', 59)
('adress', 'ANG MO KIO AVE 9 625', 'lease_commence_date', '1980', 'ntransactions', 79)
('adress', 'ANG MO KIO AVE 9 627', 'lease_commence_date', '1993', 'ntransactions', 25)
('adress', 'ANG MO KIO ST 11 104A', 'lease_commence_date', '1996', 'ntransactions', 36)
('adress', 'ANG MO KIO ST 11 104B', 'lease_commence_date', '1996', 'ntransactions', 35)
('adress', 'ANG MO KIO ST 21 253', 'lease_commence_date', '1996', 'ntransactions', 50)
('adress', 'ANG MO KIO ST 21 253A', 'lease_commence_date', '1996', 'ntransactions', 31)
('adress', 'ANG MO KIO ST 31 309A', 'lease_commence_date', '2006', 'ntransactions', 37)
('adress', 'ANG MO KIO ST 31 315A', 'lease_commence_date', '2006', 'ntransactions', 37)
('adress', 'ANG MO KIO ST 31 315B', 'lease_commence_date', '2006', 'ntransactions', 24)
('adress', 'ANG MO KIO ST 31 316A', 'lease_commence_date', '2006', 'ntransactions', 36)
('adress', 'ANG MO KIO ST 31 317', 'lease_commence_date', '1994', 'ntransactions', 46)
('adress', 'ANG MO KIO ST 32 350', 'lease_commence_date', '2001', 'ntransactions', 69)
('adress', 'ANG MO KIO ST 32 351', 'lease_commence_date', '2001', 'ntransactions', 52)
('adress', 'ANG MO KIO ST 32 352', 'lease_commence_date', '2001', 'ntransactions', 61)
('adress', 'ANG MO KIO ST 32 353', 'lease_commence_date', '2001', 'ntransactions', 54)
('adress', 'ANG MO KIO ST 32 354', 'lease_commence_date', '2001', 'ntransactions', 71)
('adress', 'ANG MO KIO ST 52 596A', 'lease_commence_date', '2002', 'ntransactions', 42)
('adress', 'ANG MO KIO ST 52 596B', 'lease_commence_date', '2002', 'ntransactions', 46)
('adress', 'ANG MO KIO ST 52 596C', 'lease_commence_date', '2002', 'ntransactions', 62)
('adress', 'ANG MO KIO ST 52 596D', 'lease_commence_date', '2003', 'ntransactions', 47)
('adress', 'BAIN ST 232', 'lease_commence_date', '1980', 'ntransactions', 33)
('adress', 'BAIN ST 233', 'lease_commence_date', '1980', 'ntransactions', 43)
('adress', 'BALAM RD 19', 'lease_commence_date', '1967', 'ntransactions', 88)
('adress', 'BALAM RD 20', 'lease_commence_date', '1967', 'ntransactions', 85)
('adress', 'BALAM RD 21', 'lease_commence_date', '1967', 'ntransactions', 70)
('adress', 'BALAM RD 22', 'lease_commence_date', '1967', 'ntransactions', 98)
('adress', 'BALAM RD 23', 'lease_commence_date', '1967', 'ntransactions', 85)
('adress', 'BALAM RD 24', 'lease_commence_date', '1967', 'ntransactions', 96)
('adress', 'BALAM RD 27', 'lease_commence_date', '1997', 'ntransactions', 37)
('adress', 'BALAM RD 28', 'lease_commence_date', '1997', 'ntransactions', 44)
('adress', 'BALAM RD 29', 'lease_commence_date', '1997', 'ntransactions', 38)
('adress', 'BALAM RD 30', 'lease_commence_date', '1973', 'ntransactions', 76)
('adress', 'BALAM RD 31', 'lease_commence_date', '1985', 'ntransactions', 65)
('adress', 'BALAM RD 32', 'lease_commence_date', '1973', 'ntransactions', 110)
('adress', 'BALAM RD 33', 'lease_commence_date', '1996', 'ntransactions', 41)
('adress', 'BANGKIT RD 246', 'lease_commence_date', '1988', 'ntransactions', 46)
('adress', 'BANGKIT RD 248', 'lease_commence_date', '1988', 'ntransactions', 57)
('adress', 'BANGKIT RD 249', 'lease_commence_date', '1989', 'ntransactions', 62)
('adress', 'BANGKIT RD 250', 'lease_commence_date', '1988', 'ntransactions', 93)
('adress', 'BANGKIT RD 251', 'lease_commence_date', '1988', 'ntransactions', 77)
('adress', 'BANGKIT RD 252', 'lease_commence_date', '1989', 'ntransactions', 77)
('adress', 'BANGKIT RD 253', 'lease_commence_date', '1988', 'ntransactions', 47)
('adress', 'BANGKIT RD 254', 'lease_commence_date', '1988', 'ntransactions', 20)
('adress', 'BANGKIT RD 255', 'lease_commence_date', '1988', 'ntransactions', 35)
